"Driver.ID","First.Name","Last.Name","Number.of.Violations","Number.of.Accidents","Marital.Status","Gender","Miles.to.work","Primary.Vehicle.Use","Date.of.Birth","Vehicle.ID"
349,"Tam","Balding",3,1,"S","F","37","Work","6/6/1988","NULL"
350,"Jonas","Buffkin",6,1,"M","M","NULL","Leisure","NULL","NULL"
351,"Agustina","Millora",0,0,"M","M","37","Leisure","6/12/1951","NULL"
352,"Elliot","Kowalec",1,0,"D","M","20","Work","3/28/1970","NULL"
353,"Verda","Patter",0,1,"S","M","13","Work","7/17/1991","NULL"
354,"Sadie","Clinton",0,0,"M","M","NULL","Work","NULL","NULL"
355,"Chris","Vanderwyk",6,0,"S","F","19","Leisure","11/18/1973","NULL"
356,"Kelli","Fuda",3,0,"M","M","NULL","Work","NULL","NULL"
357,"Rosita","Selvidge",1,0,"M","M","26","Work","5/14/1968","NULL"
358,"Rosemarie","Saal",1,0,"M","F","35","Work","10/22/1969","NULL"
359,"Grayce","Fruchter",6,0,"M","F","15","Work","1/23/1981","NULL"
360,"Barbar","Krupka",1,0,"S","M","24","Work","10/18/1972","NULL"
361,"Hayden","Delafontaine",5,0,"S","M","13","Leisure","7/29/1973","NULL"
362,"Rosa","Frech",2,0,"S","M","12","Work","7/22/1967","NULL"
363,"Magdalene","Lawver",3,1,"M","M","24","Work","3/9/1961","NULL"
364,"Charles","Luce",0,0,"S","M","5","Leisure","10/30/1976","NULL"
365,"Rebekah","Klumpp",3,0,"D","M","23","Work","11/17/1981","NULL"
366,"Jo","Grillette",1,1,"S","M","16","Work","7/6/1998","NULL"
367,"Mikel","Tufte",2,0,"S","M","NULL","Work","NULL","NULL"
368,"Athena","Leconey",1,1,"S","M","8","Work","8/25/1994","NULL"
369,"Carley","Coughlan",1,0,"S","F","9","Work","10/12/1973","NULL"
370,"Stacy","Jesseman",0,2,"M","M","14","Leisure","10/4/1971","NULL"
371,"Fran","Kuchan",0,2,"M","F","4","Leisure","2/6/1974","NULL"
372,"Xiao","Brackelsberg",3,0,"S","M","3","Work","11/30/1971","NULL"
373,"Nida","Garthwaite",3,0,"S","F","15","Work","3/6/1998","NULL"
374,"Delilah","Walat",0,1,"S","M","3","Work","2/16/1996","NULL"
375,"Alleen","Barhorst",1,1,"M","M","10","Work","11/12/1972","NULL"
376,"Doretta","Rentie",2,0,"S","F","18","Leisure","1/27/1965","NULL"
377,"Marcus","Ulmen",0,0,"M","M","20","Leisure","4/9/1992","NULL"
378,"Tena","Allison",2,0,"S","F","14","Leisure","6/4/1980","NULL"
379,"Nelson","Lampl",6,0,"S","M","4","Leisure","11/25/1985","NULL"
380,"Hugo","Shellgren",2,0,"S","M","38","Leisure","10/10/1963","NULL"
381,"Tomika","Fusha",1,0,"S","F","23","Work","12/4/1997","NULL"
382,"Rose","Jensen",0,1,"S","M","35","Work","4/25/1973","NULL"
383,"Nery","Mclatchy",2,0,"S","M","22","Work","6/2/1995","NULL"
384,"Kenny","Fergoson",0,0,"D","M","34","Work","9/19/1966","NULL"
385,"Garnett","Roemhild",4,0,"M","M","39","Work","1/24/1961","NULL"
386,"James","Maczko",6,3,"M","M","NULL","Work","NULL","NULL"
387,"Roderick","Braswell",3,1,"M","M","21","Work","3/15/1970","NULL"
388,"Kirsten","Lothringer",3,1,"S","M","26","Leisure","11/20/1968","NULL"
389,"Latoya","Voice",2,0,"S","M","36","Work","9/13/1988","NULL"
390,"Kanesha","Loiseau",0,2,"S","M","25","Work","4/9/1999","NULL"
391,"Eladia","Longbine",2,0,"D","M","5","Leisure","9/26/1980","NULL"
392,"Wilda","Plymire",3,1,"M","F","38","Work","6/16/1988","NULL"
393,"Lili","Votta",0,1,"S","M","13","Work","7/6/1997","NULL"
394,"Joselyn","Nini",0,2,"M","M","19","Leisure","1/20/1985","NULL"
395,"Dolly","Runkel",3,0,"S","M","10","Leisure","5/15/1994","NULL"
396,"Berna","Bowery",6,3,"D","M","40","Work","4/5/1967","NULL"
397,"Devin","Grogan",1,1,"M","M","21","Work","1/9/1972","NULL"
398,"Adam","Stan",1,0,"M","F","13","Work","1/15/1981","NULL"
399,"Monte","Arrellano",4,1,"M","F","NULL","Leisure","NULL","NULL"
400,"Lydia","Deitz",4,0,"S","M","17","Leisure","4/10/1997","NULL"
401,"Angelo","Shrider",5,3,"S","F","10","Work","3/14/1987","NULL"
402,"Sherley","Witmer",1,0,"S","F","25","Work","11/4/1991","NULL"
403,"Cora","Ambriz",3,0,"D","M","2","Work","6/28/1982","NULL"
404,"Jani","Holbrook",2,0,"S","M","29","Work","3/5/1997","NULL"
405,"Marcelene","Honer",5,0,"S","M","9","Leisure","1/20/1967","NULL"
406,"Georgia","Beidleman",0,2,"S","M","15","Work","10/19/1996","NULL"
407,"Brandon","Filzen",2,0,"M","M","11","Work","4/1/1967","NULL"
408,"Loma","Krassow",0,2,"M","M","10","Leisure","8/20/1990","NULL"
409,"Miyoko","Peroutka",6,0,"S","F","29","Work","10/29/1984","NULL"
410,"Sharen","Juback",0,0,"S","M","11","Work","1/25/1979","NULL"
411,"Elaina","Himmons",2,0,"S","F","30","Work","9/24/1973","NULL"
412,"Janita","Phegley",3,1,"M","F","21","Work","9/20/1971","NULL"
413,"Latoya","Voto",4,0,"S","F","35","Work","6/19/1981","NULL"
414,"Reanna","Druck",6,0,"M","M","8","Leisure","11/18/1970","NULL"
415,"Lavenia","Morreau",1,0,"D","F","28","Leisure","5/19/1951","NULL"
416,"Tiera","Domann",2,0,"S","F","21","Work","2/13/1984","NULL"
417,"Miriam","Pavese",2,0,"S","M","29","Leisure","4/12/1979","NULL"
418,"Numbers","Pettie",0,1,"S","F","23","Work","10/28/1990","NULL"
419,"Jazmin","Dicampli",4,1,"S","M","40","Leisure","11/9/1962","NULL"
420,"Alexis","Burkel",2,0,"M","M","13","Work","6/30/1971","NULL"
421,"Shandra","Lindquist",0,0,"M","M","14","Work","12/19/1971","NULL"
422,"Monika","Krizan",0,0,"M","M","11","Work","7/27/1982","NULL"
423,"Gricelda","Waibel",4,0,"M","M","7","Work","3/9/1975","NULL"
424,"Filiberto","Rullo",1,0,"S","M","18","Work","10/6/1982","NULL"
425,"Cassy","Kewanwytewa",2,0,"S","M","24","Work","12/26/1986","NULL"
426,"Ozie","Wannamaker",6,1,"D","M","27","Work","12/29/1963","NULL"
427,"Jolynn","Longstaff",3,0,"D","M","12","Leisure","6/10/1951","NULL"
428,"Lahoma","Minus",3,0,"S","M","16","Work","7/15/1984","NULL"
429,"Kacie","Winkelmann",6,3,"M","M","27","Work","9/18/1978","NULL"
430,"Maryanna","Heckart",6,0,"S","M","10","Work","6/15/1991","NULL"
431,"Devona","Tibbetts",4,1,"D","F","22","Work","12/19/1981","NULL"
432,"Clifford","Verrell",3,0,"M","F","26","Work","9/27/1965","NULL"
433,"Milly","Coogan",4,0,"M","M","6","Work","1/20/1991","NULL"
434,"Heriberto","Gary",4,0,"S","M","4","Leisure","6/14/1982","NULL"
435,"Elsa","Shepardson",0,0,"S","F","23","Leisure","10/29/1996","NULL"
436,"Carey","Dundlow",3,0,"M","F","27","Leisure","10/13/1985","NULL"
437,"Elenore","Masotti",3,0,"D","M","40","Work","7/30/1981","NULL"
438,"Adela","Brande",0,0,"S","F","24","Work","11/25/1955","NULL"
439,"Armandina","Kimbrough",1,0,"M","F","15","Work","10/12/1964","NULL"
440,"Shaun","Iovino",1,0,"S","F","28","Work","7/3/1972","NULL"
441,"Kasie","Nesslein",4,0,"S","M","12","Work","8/20/1999","NULL"
442,"Ping","Boveja",4,2,"M","F","22","Leisure","9/3/1990","NULL"
443,"Lianne","Commins",4,1,"S","M","8","Leisure","8/12/1996","NULL"
444,"Melonie","Slager",1,0,"S","M","2","Leisure","10/30/1995","NULL"
445,"Valentina","Magalong",1,0,"S","F","37","Work","9/2/1986","NULL"
446,"Alia","Nielson",2,0,"M","F","22","Leisure","2/27/1965","NULL"
447,"Yuette","Fastic",3,0,"S","F","18","Work","6/13/1976","NULL"
448,"Ena","Deets",0,0,"S","F","30","Work","4/11/1992","NULL"
449,"Moses","Gumprecht",1,0,"S","M","33","Leisure","4/5/1970","NULL"
450,"Josephina","Fogleman",2,0,"M","M","7","Work","9/14/1988","NULL"
451,"Dane","Batters",3,1,"M","M","26","Leisure","10/27/1981","NULL"
452,"Yuonne","Fensel",3,0,"S","M","32","Work","10/12/1977","NULL"
453,"Humberto","Geoffroy",6,3,"D","M","8","Leisure","4/15/1979","NULL"
454,"Drew","Demarcus",2,0,"M","M","22","Leisure","12/23/1976","NULL"
455,"Rodger","Rendleman",0,0,"M","M","34","Work","2/2/1964","NULL"
456,"Khadijah","Hogstrum",4,1,"S","M","25","Work","8/26/1999","NULL"
457,"Maritza","Popoff",2,0,"S","F","12","Leisure","5/16/1983","NULL"
458,"Alex","Gallatin",3,1,"M","F","18","Leisure","4/30/1989","NULL"
459,"Jaime","Ramos",6,0,"S","M","21","Work","1/21/1973","NULL"
460,"Mirian","Rubison",4,0,"M","M","5","Work","2/14/1986","NULL"
461,"Adaline","Left",5,2,"S","F","23","Work","11/7/1985","NULL"
462,"Raisa","Wasner",0,0,"M","M","24","Work","3/28/1994","NULL"
463,"Jeannetta","Lounder",5,1,"S","M","20","Work","12/10/1990","NULL"
464,"Karyn","Darragh",3,0,"S","F","32","Leisure","2/18/1971","NULL"
465,"Dania","Pickron",0,2,"M","F","15","Work","3/30/1969","NULL"
466,"Rosann","Dove",1,0,"S","F","4","Work","6/11/1978","NULL"
467,"Bobbi","Miser",4,1,"S","M","10","Work","12/27/1987","NULL"
468,"Aimee","Ahyet",1,1,"S","F","2","Leisure","2/11/1989","NULL"
469,"Joya","Vallien",3,0,"M","M","30","Work","8/17/1985","NULL"
470,"Lance","Byrns",2,0,"M","M","37","Work","4/27/1967","NULL"
471,"Amy","Mozier",3,1,"M","M","30","Leisure","3/30/1977","NULL"
472,"Kitty","Steeby",3,0,"M","M","21","Leisure","12/18/1971","NULL"
473,"Chi","Claughton",5,3,"S","M","35","Work","10/15/1979","NULL"
474,"Delois","Hodgen",0,0,"S","M","30","Work","10/14/1973","NULL"
475,"Hedwig","Kraebel",2,0,"S","M","36","Work","12/21/1990","NULL"
476,"Laurence","Desando",0,0,"M","M","37","Work","4/13/1985","NULL"
477,"Shelia","Whish",2,0,"S","F","24","Work","3/15/1979","NULL"
478,"Eileen","Burpo",3,0,"M","M","3","Work","8/31/1989","NULL"
479,"Twanda","Andreas",4,1,"S","F","NULL","Work","NULL","NULL"
480,"Antonietta","Bujnowski",3,1,"S","F","19","Work","7/20/1992","NULL"
481,"Morris","Chawla",1,0,"S","M","22","Work","1/21/1967","NULL"
482,"Mathew","Akin",2,0,"D","F","4","Work","9/1/1954","NULL"
483,"Santo","Gaster",3,1,"S","M","35","Leisure","11/27/1966","NULL"
484,"Joaquina","Poetker",3,0,"D","M","33","Leisure","11/21/1983","NULL"
485,"Frank","Ricley",3,0,"S","F","31","Work","11/6/1975","NULL"
486,"Evie","Smullen",3,1,"S","M","21","Work","3/15/1997","NULL"
487,"Jeane","Lonsinger",4,1,"S","M","20","Leisure","10/14/1974","NULL"
488,"Barbera","Cauffman",4,1,"S","F","2","Leisure","6/8/1992","NULL"
489,"Phyllis","Cocherell",3,1,"M","M","36","Leisure","7/8/1958","NULL"
490,"Wilhemina","Blackgoat",2,0,"D","M","38","Work","10/30/1979","NULL"
491,"Deon","Kurland",4,2,"D","M","27","Work","6/4/1993","NULL"
492,"Charissa","Rastetter",4,2,"S","M","22","Work","6/12/1991","NULL"
493,"Winifred","Shone",3,0,"M","M","3","Leisure","2/4/1988","NULL"
494,"Hope","Kimberling",2,0,"S","F","19","Work","7/18/1984","NULL"
495,"Deeann","Neja",0,0,"S","M","30","Work","12/29/1997","NULL"
496,"Karol","Kean",3,1,"D","F","35","Work","12/8/1982","NULL"
497,"Eryn","Mathurin",0,0,"M","F","5","Work","3/2/1985","NULL"
498,"Gaylord","Donado",0,1,"M","F","6","Work","2/11/1966","NULL"
499,"Kia","Kilmartin",1,0,"S","M","19","Work","9/23/1987","NULL"
500,"Meredith","Dashem",5,0,"S","F","29","Work","12/24/1975","NULL"
501,"Chiquita","Gasaway",1,0,"S","F","2","Leisure","9/5/1974","NULL"
502,"Doria","Attwell",3,0,"M","M","18","Work","9/21/1972","NULL"
503,"Wenona","Rizal",0,1,"S","M","2","Work","6/4/1995","NULL"
504,"Jaime","Went",0,0,"M","M","6","Work","2/23/1989","NULL"
505,"Dede","Girbach",5,2,"M","F","30","Work","12/31/1985","NULL"
506,"Latoyia","Hanan",3,0,"S","M","32","Leisure","6/3/1958","NULL"
507,"Mason","Shaner",6,2,"S","M","21","Work","4/30/1971","NULL"
508,"Synthia","Bosheers",3,0,"M","M","9","Leisure","1/14/1981","NULL"
509,"Giuseppe","Swagerty",4,1,"S","F","14","Work","3/22/1988","NULL"
510,"Sherri","Wrye",3,0,"S","M","8","Work","6/14/1975","NULL"
511,"Thurman","Giedlin",3,1,"S","M","2","Leisure","1/17/1962","NULL"
512,"Brandon","Pfrogner",4,0,"M","M","34","Work","2/27/1961","NULL"
513,"Rasheeda","Hayre",2,0,"S","F","27","Work","12/18/1968","NULL"
514,"Ellsworth","Bednarski",1,0,"S","M","14","Work","6/22/1991","NULL"
515,"Laurence","Gougeon",3,0,"S","M","37","Work","3/2/1989","NULL"
516,"Mirna","Gulini",2,0,"D","M","28","Work","8/29/1951","NULL"
517,"Charline","Leehan",4,0,"M","M","26","Work","9/16/1957","NULL"
518,"Janene","Hocate",0,0,"M","M","31","Work","2/28/1952","NULL"
519,"Soraya","Ashbach",6,0,"M","M","14","Work","4/19/1962","NULL"
520,"Winifred","Gaal",1,1,"M","M","10","Work","5/16/1983","NULL"
521,"Roxanne","Meyerhofer",6,2,"M","M","27","Work","5/24/1987","NULL"
522,"Ahmad","Desilvio",3,0,"M","M","21","Work","9/18/1989","NULL"
523,"Abram","Kushner",3,0,"M","M","8","Work","10/29/1973","NULL"
524,"Andra","Kaemmerer",4,0,"M","F","16","Work","5/10/1977","NULL"
525,"Ludivina","Muscato",0,1,"S","F","6","Work","3/3/1990","NULL"
526,"Nenita","George",1,0,"S","M","2","Work","3/26/1962","NULL"
527,"Sean","Hind",4,0,"M","M","22","Leisure","2/16/1963","NULL"
528,"Kareen","Spargo",2,0,"S","M","20","Work","8/4/1998","NULL"
529,"Tess","Vancamp",2,0,"S","M","33","Work","12/8/1990","NULL"
530,"Keira","Stoessel",2,0,"M","M","24","Leisure","3/3/1981","NULL"
531,"Deidre","Small",1,1,"M","F","4","Work","8/17/1992","NULL"
532,"Francine","Tacconi",3,0,"S","F","NULL","Work","NULL","NULL"
533,"Tatyana","Overbo",1,1,"M","F","4","Work","7/1/1983","NULL"
534,"Britteny","Jurkiewicz",5,0,"M","F","NULL","Leisure","NULL","NULL"
535,"Hershel","Ludewig",1,0,"M","M","39","Work","5/24/1961","NULL"
536,"Larry","Mcnealey",6,0,"M","M","31","Work","9/24/1973","NULL"
537,"Pia","Prothero",3,0,"S","M","21","Work","4/13/1993","NULL"
538,"Gayla","Throndson",1,0,"S","M","30","Work","5/24/1997","NULL"
539,"Onie","Chua",4,0,"M","M","25","Work","5/6/1967","NULL"
540,"Kris","Strawser",0,0,"S","M","25","Work","4/18/1998","NULL"
541,"Marcus","Eychaner",0,0,"S","M","3","Work","9/26/1961","NULL"
542,"Margery","Fetchko",0,0,"S","M","15","Leisure","3/24/1986","NULL"
543,"Amy","Neumeyer",1,0,"S","F","29","Work","5/29/1997","NULL"
544,"Margart","Graban",0,0,"M","F","7","Leisure","6/19/1953","NULL"
545,"Nubia","Avelar",1,1,"M","M","35","Work","11/29/1971","NULL"
546,"Rebbeca","Malsam",3,0,"S","M","6","Work","6/27/1975","NULL"
547,"Ardath","Tynio",3,0,"M","M","40","Work","9/1/1979","NULL"
548,"Georgiann","Bilchak",2,0,"M","M","25","Work","2/5/1984","NULL"
549,"Yun","Dembowski",0,0,"S","F","32","Work","2/24/1987","NULL"
550,"Sophie","Peret",1,0,"S","F","17","Work","8/13/1996","NULL"
551,"Carola","Cookus",1,1,"S","M","39","Leisure","3/18/1973","NULL"
552,"Emelda","Heidelberg",3,0,"S","F","20","Work","11/18/1992","NULL"
553,"Marya","Pummell",0,1,"S","M","24","Leisure","7/10/1997","NULL"
554,"Krissy","Bartelson",6,3,"M","F","10","Leisure","1/14/1987","NULL"
555,"Hollis","Butch",5,0,"M","F","31","Work","7/30/1977","NULL"
556,"Willia","Digsby",0,1,"M","F","1","Work","5/22/1963","NULL"
557,"Andy","Norville",2,0,"S","M","18","Work","9/15/1998","NULL"
558,"Claude","Caramella",4,0,"S","M","29","Work","7/16/1998","NULL"
559,"Aurelia","Mess",2,0,"S","F","34","Leisure","6/15/1974","NULL"
560,"Barry","Picaro",1,1,"S","M","26","Work","8/5/1961","NULL"
561,"Melina","Spevacek",4,0,"D","F","18","Leisure","10/26/1960","NULL"
562,"Bridgette","Woetzel",0,2,"M","M","19","Work","9/10/1980","NULL"
563,"Matt","Batrez",4,2,"S","M","15","Work","7/9/1979","NULL"
564,"Marcelene","Swiat",3,0,"S","F","37","Work","8/27/1984","NULL"
565,"Shanel","Montalgo",6,2,"S","M","12","Work","12/13/1984","NULL"
566,"Charlene","Rosinski",0,1,"S","M","13","Work","6/13/1976","NULL"
567,"Ebonie","Krick",3,1,"S","M","26","Work","9/23/1968","NULL"
568,"Valda","Feldtman",4,0,"S","M","9","Work","5/30/1984","NULL"
569,"Giovanni","Stickley",5,1,"S","F","11","Work","1/25/1998","NULL"
570,"Hollis","Casarez",3,0,"S","F","12","Work","7/8/1997","NULL"
571,"Patrina","Mango",1,0,"S","F","37","Leisure","6/16/1974","NULL"
572,"Elwood","Reiswig",0,0,"S","M","6","Leisure","9/26/1973","NULL"
573,"Whitney","Band",2,0,"M","M","12","Work","6/4/1987","NULL"
574,"Joline","Deleone",1,0,"D","M","NULL","Work","NULL","NULL"
575,"Jamar","Ginkel",2,0,"S","M","34","Work","6/8/1976","NULL"
576,"Lonnie","Pesch",0,0,"M","M","13","Work","3/23/1967","NULL"
577,"Mattie","Petrea",2,0,"M","F","10","Work","12/31/1986","NULL"
578,"Hoyt","Covert",1,1,"S","F","21","Work","12/24/1970","NULL"
579,"Latasha","Dine",3,0,"S","M","24","Leisure","8/29/1972","NULL"
580,"Robyn","Knellinger",3,0,"M","M","38","Work","4/7/1988","NULL"
581,"Shayna","Gubitosi",2,0,"M","M","18","Work","1/8/1985","NULL"
582,"Julian","Reker",0,1,"S","M","8","Work","11/9/1994","NULL"
583,"Aurelia","Eslick",1,0,"S","M","33","Work","3/28/1952","NULL"
584,"Faith","Gebhart",1,0,"M","M","9","Work","1/23/1980","NULL"
585,"Virgil","Heimbuch",2,0,"S","M","19","Work","11/19/1960","NULL"
586,"Nadene","Petramale",0,2,"M","M","19","Work","12/30/1967","NULL"
587,"Shakia","Graybeal",4,0,"D","M","33","Work","4/30/1968","NULL"
588,"Eun","Introini",3,0,"M","M","39","Leisure","1/1/1976","NULL"
589,"Abdul","Osman",4,0,"M","M","NULL","Work","NULL","NULL"
590,"Carey","Grosso",2,0,"D","M","16","Work","7/23/1987","NULL"
591,"Bronwyn","Rickers",1,0,"M","F","18","Work","4/20/1991","NULL"
592,"Elliott","Vanweerd",6,2,"S","F","4","Work","7/4/1986","NULL"
593,"Alejandrina","Vulgamore",3,0,"S","F","36","Leisure","2/22/1970","NULL"
594,"Jerry","Heyne",4,2,"S","M","12","Leisure","5/28/1996","NULL"
595,"Porsche","Beesley",1,0,"S","M","16","Work","4/13/1994","NULL"
596,"Olga","Goldfuss",1,1,"M","M","2","Work","12/23/1963","NULL"
597,"Armandina","Bourgon",4,0,"S","M","8","Work","4/26/1983","NULL"
598,"Stacy","Windish",3,1,"M","M","17","Work","11/20/1983","NULL"
599,"Jacquelyne","Cech",4,0,"S","F","19","Leisure","9/20/1992","NULL"
600,"Asley","Horio",0,2,"D","M","18","Work","10/21/1976","NULL"
601,"Alonzo","Setias",4,1,"M","M","15","Leisure","9/14/1973","NULL"
602,"Avril","Dorcent",3,0,"D","M","14","Work","5/4/1969","NULL"
603,"Lacy","Molnau",0,1,"S","F","25","Leisure","8/11/1992","NULL"
604,"Ronna","Swindall",3,0,"S","F","35","Work","2/9/1988","NULL"
605,"Faustino","Willcox",2,0,"M","F","35","Work","2/7/1968","NULL"
606,"Caprice","Glaspy",5,2,"M","M","10","Work","11/3/1980","NULL"
607,"Kirby","Harbolt",5,0,"S","M","25","Work","10/14/1967","NULL"
608,"Tenisha","Chean",0,0,"S","M","NULL","Work","NULL","NULL"
609,"Kristyn","Sharpsteen",3,0,"D","F","35","Work","5/6/1980","NULL"
610,"Vergie","Schwenzer",2,0,"S","F","23","Leisure","8/16/1987","NULL"
611,"Fransisca","Lanman",4,1,"M","M","30","Leisure","9/15/1952","NULL"
612,"Brook","Riechers",3,0,"S","M","8","Leisure","2/21/1979","NULL"
613,"Fausto","Samuelson",6,0,"D","M","34","Work","6/22/1961","NULL"
614,"Jone","Daso",2,0,"S","M","24","Leisure","1/29/1998","NULL"
615,"Palmer","Fung",2,0,"D","F","37","Work","2/1/1987","NULL"
616,"Mindi","Gouras",0,0,"S","M","36","Work","4/8/1962","NULL"
617,"Lashawn","Meadow",2,0,"M","M","38","Work","2/3/1951","NULL"
618,"Cyndi","Rentschler",1,0,"M","F","19","Leisure","7/20/1968","NULL"
619,"Chance","Castanon",0,0,"S","F","12","Work","1/23/1996","NULL"
620,"Earline","Hanken",1,0,"M","M","17","Work","11/9/1978","NULL"
621,"Marcella","Rade",0,0,"S","F","26","Work","8/22/1975","NULL"
622,"Inger","Cookson",3,0,"M","F","36","Work","2/10/1986","NULL"
623,"Racquel","Hase",2,0,"M","F","40","Leisure","3/30/1971","NULL"
624,"Patricia","Males",2,0,"D","F","35","Work","2/13/1959","NULL"
625,"Millie","Runion",2,0,"S","M","19","Leisure","3/20/1999","NULL"
626,"Cinthia","Bazile",0,1,"M","F","18","Work","12/11/1966","NULL"
627,"Goldie","Mccaghren",6,4,"M","M","26","Work","3/3/1983","NULL"
628,"Octavia","Viramontas",2,0,"M","M","25","Work","5/12/1955","NULL"
629,"Lavenia","Ennist",1,1,"D","M","34","Work","11/1/1968","NULL"
630,"Tashina","Gingras",5,0,"M","M","21","Work","3/10/1979","NULL"
631,"Julene","Pollman",3,0,"M","F","10","Work","10/18/1981","NULL"
632,"Yuriko","Seremet",5,1,"M","M","9","Work","10/15/1980","NULL"
633,"Miguelina","Chan",2,0,"S","F","9","Work","12/5/1992","NULL"
634,"Mira","Gonsoulin",2,0,"M","M","35","Work","3/22/1987","NULL"
635,"Caprice","Hyer",3,0,"S","F","NULL","Work","NULL","NULL"
636,"Golda","Gavia",0,2,"D","M","17","Leisure","8/23/1992","NULL"
637,"Gisela","Klutts",4,0,"S","M","28","Work","7/9/1996","NULL"
638,"Tom","Hardaman",2,0,"S","F","25","Work","8/26/1999","NULL"
639,"Augustine","Sobota",2,0,"D","F","6","Work","7/25/1989","NULL"
640,"Tonya","Hartjen",1,0,"S","M","8","Work","1/21/1957","NULL"
641,"Martha","Plan",1,0,"M","M","20","Leisure","4/4/1981","NULL"
642,"Corrina","Jass",3,0,"S","F","5","Work","8/20/1996","NULL"
643,"Toi","Thoreson",0,1,"M","M","13","Work","9/7/1983","NULL"
644,"Minna","Aceveda",0,2,"M","M","16","Work","3/12/1968","NULL"
645,"Jazmin","Logghe",0,0,"S","F","29","Work","6/18/1978","NULL"
646,"Kurtis","Mccrossen",0,1,"S","M","39","Work","10/10/1964","NULL"
647,"Blaine","Saddler",5,0,"S","F","34","Work","5/27/1976","NULL"
648,"Zandra","Gelinas",3,0,"S","M","NULL","Leisure","NULL","NULL"
649,"Rachel","Moreschi",0,0,"M","F","32","Work","6/30/1970","NULL"
650,"Annamae","Ragone",3,0,"S","M","38","Leisure","3/6/1982","NULL"
651,"Khalilah","Ariola",1,0,"S","M","1","Work","12/18/1980","NULL"
652,"Renae","Maxton",3,0,"S","F","NULL","Work","NULL","NULL"
653,"Jacqulyn","Kohn",3,0,"S","F","24","Work","5/16/1984","NULL"
654,"Lauretta","Overson",2,0,"M","F","NULL","Work","NULL","NULL"
655,"Julia","Mazzanti",3,0,"M","M","NULL","Work","NULL","NULL"
656,"Trinidad","Nan",1,1,"M","F","40","Work","9/26/1988","NULL"
657,"Vonnie","Jurek",1,0,"M","M","7","Work","11/18/1962","NULL"
658,"Maye","Draves",5,0,"M","M","17","Leisure","5/18/1990","NULL"
659,"Brittaney","Tatsuta",6,0,"M","F","2","Work","5/18/1991","NULL"
660,"Asa","Scierka",0,0,"M","M","NULL","Work","NULL","NULL"
661,"Mamie","Hanshaw",1,0,"S","M","34","Work","2/5/1987","NULL"
662,"Claudio","Tancer",1,0,"M","M","12","Work","5/16/1950","NULL"
663,"Ernie","Richerds",2,0,"S","M","11","Work","1/2/1995","NULL"
664,"Jasmin","Teaford",0,0,"M","M","7","Work","7/6/1984","NULL"
665,"Basil","Aughe",2,0,"S","F","28","Work","6/18/1966","NULL"
666,"Rose","Golonka",3,0,"M","F","17","Work","2/20/1982","NULL"
667,"Hank","Ritch",5,3,"D","M","36","Work","5/3/1971","NULL"
668,"Brendon","Ruthstrom",2,0,"S","F","29","Work","12/18/1961","NULL"
669,"Bee","Taplin",6,1,"S","F","17","Work","4/21/1992","NULL"
670,"Hermila","Escher",1,0,"D","M","35","Leisure","5/14/1985","NULL"
671,"Merri","Howey",4,1,"M","M","18","Work","4/5/1988","NULL"
672,"Annie","Cassiano",1,0,"S","F","4","Work","6/14/1958","NULL"
673,"Refugio","Steinworth",4,0,"S","M","5","Work","1/18/1997","NULL"
674,"Phoebe","Worrel",1,0,"D","F","16","Work","4/23/1982","NULL"
675,"Sabine","Treto",1,0,"M","M","40","Work","11/3/1984","NULL"
676,"Deanne","Pollett",0,0,"M","M","10","Work","4/20/1973","NULL"
677,"Jammie","Ravert",2,0,"S","M","31","Work","12/5/1970","NULL"
678,"Malik","Leetham",4,0,"S","M","18","Work","2/22/1975","NULL"
679,"Carman","Bettley",1,1,"S","M","22","Work","4/20/1983","NULL"
680,"Kanisha","Besio",0,0,"D","M","19","Work","8/8/1967","NULL"
